title,key
[Framework] Provide org.osgi.util.tracker version 1.5,FELIX-3015
"Have a way to ""deep link"" to a particular tab within Configuration Status",FELIX-3014
NPE on startup ,FELIX-3013
"""Duplicate name&signature"" problem",FELIX-3012
"Add a new goal to save the bnd instructions that would be passed onto bnd, to allow people to use other toolchains such as bndtools",FELIX-3011
XSS in Felix Web Console,FELIX-3010
Abstract classes as service specifications generates warnings at runtime,FELIX-3009
NPE in ServiceRegistryCache when dependency manager bundle is not started first,FELIX-3008
Simple Package Admin plugin,FELIX-3007
Please create a logout button for the web console screen,FELIX-3006
Compatibility API does not add components in DependencyManager,FELIX-3005
felix.security does not work with exploded jars ,FELIX-3004
NPE in ResolverImpl.permutateIfNeeded,FELIX-3003
Embed the OBR specific information for the EventAdmin bundle in the manifest,FELIX-3002
[gogo] help command throws ClassCastException if any osgi.command.function service property is not String[],FELIX-3001
Move sending service registered event out of bundle lock,FELIX-3000
[Framework] OSGi R4.3 now specifies that number types should be trimmed when evaluating filters,FELIX-2999
[Framework] OSGi R4.3 changed filter handling of exceptions when calling equals()/compare() to return false,FELIX-2998
java.lang.NullPointerException during shutdown while sending events,FELIX-2997
iPOJO doesn't generate Import-Package correctly,FELIX-2996
The service properties are updated despite there is no changes,FELIX-2995
Delayed Components in Dependency Manager,FELIX-2994
jnlp & felix.security,FELIX-2993
scr 1.6.1-SNAPSHOT: impossible to build due to obsolete dependencies,FELIX-2992
Allow the creating of fragments that populate Export-Package ,FELIX-2991
[Framework] Bug introduced into handling of native libraries during a fresh,FELIX-2990
Using a Service Controller set to true can trigger a service registration-unregistration-registration sequence,FELIX-2989
Allow the substitution methods to receive a callback to obtain custom values,FELIX-2988
DependencyManager ConfigurationDependency update isn't propagated to super classes,FELIX-2987
[Framework] Implement OSGi R4.3 resolver hooks,FELIX-2986
ClassLoading issue involving java.lang.reflect.Proxy in OSGi,FELIX-2985
org.apache.felix.prefs: org.osgi.service.log should not be mandatory,FELIX-2984
WireAdmin doesn't export 'org.osgi.service.wireadmin',FELIX-2983
noInitialDelay option does not work,FELIX-2982
Unable to remove configuration properties using iPOJO's configuration handler,FELIX-2981
org.apache.felix:maven-scr-plugin:1.7.1-SNAPSHOT:scr failed. NullPointerException,FELIX-2980
Declarative Services Components page only displayed if Configuration Admin and Metatype Service API is available,FELIX-2979
Lookup reference policy does not work for inherited components,FELIX-2978
org.apache.felix.gogo.command: depends on org.osgi.* in scope <compile> should be <provided> ?,FELIX-2977
InvocationUtil cache is not used properly for determining that methods do not exist in a class,FELIX-2976
[Framework] Implement OSGi R4.3 framework start level object,FELIX-2975
Nearly all imports are marked as optional,FELIX-2974
[Framework] Implement OSGi R4.3 generic capabilities and requirements,FELIX-2973
Treatment of version ranges seems incorrect.,FELIX-2972
Configuration changes cannot be made via Felix Web Console in IE7,FELIX-2971
DM/ Factory Configuration Adapter Service does not copy adapter dependencies,FELIX-2970
[Framework] Implement OSGi R4.3 framework wiring object,FELIX-2969
Bind method of optional references can be called before bind methods of mandatory references,FELIX-2968
file-based log service wanted,FELIX-2967
DM/ Annotations should automatically generate Import-Service/Export-Service headers,FELIX-2966
DM/ Annotations should allow to enable or disable auto-configuration mode.,FELIX-2965
"DM/ NPE on some dependency manager adapters, when ""auto-configuration"" mode is disabled.",FELIX-2964
scr annotations @Activate @Deactivate @Modified are not detected with class inheritance,FELIX-2963
SCR doesn't detect invalid XML,FELIX-2962
@Component annotation should support defining the name with a compile time constant (instead of just a constant value),FELIX-2961
Run Configuration Plugins,FELIX-2960
[Framework] Implement OSGi R4.3 class loader byte-code weaving hook,FELIX-2959
Unable to remove previously added repository from OBR,FELIX-2958
Filter scope should be an array,FELIX-2957
DM/ json should be embedded in the annotation scanner plugin,FELIX-2956
IllegalStateException when doing a 'dm notavail' shell command.,FELIX-2955
DM/ annotated component factory does not allow to provide a component instance explicitly,FELIX-2954
Make the cache that InvocationUtil uses configurable.,FELIX-2953
Error messages in memoryusage plugin swallowed,FELIX-2952
"guidelines:   felix osgi bundle class load    vs    Thread.currentThread().getContextClassLoader().getResource("""")",FELIX-2951
[Framework] Adopt OSGi R4.3 API as framework internal API,FELIX-2950
PackageAdmin#resolveBundles() should do a global resolution instead of a step by step resolution,FELIX-2949
scr-maven-plugin fails with org.maven.ide.eclipse plugin (exploded bundle),FELIX-2948
Filter indices must use service trackers that track all services and aspects.,FELIX-2947
Add a feature to the ServiceTracker so we can specify if we want to hide lower ranked services/aspects from the list of tracked services.,FELIX-2946
"SCR plugin: Parsing of ""options"" for property tag broken for java annotations",FELIX-2945
SCR/ spec version 1.1-felix is causing NPE in XmlHandler,FELIX-2944
Component generated by @SlingServlet does not match default settings of @Component,FELIX-2943
Bundles with higher start level get activated even before framework reaches that start level,FELIX-2942
Felix Framework 3.2.0 and Framework Security 1.4.2 fails OSGI Conditional Permission Admin CT when running on IBM JVM 5 and 6.,FELIX-2941
JARs with unusual zip entry order can result in duplicate entries of Bundle.getEntryPaths(),FELIX-2940
Maven SCR Plugin is not (marked as) thread-safe for parallel builds,FELIX-2939
"[Gogo Command] The ""info"" command throws an NPE if the specified bundle identifier doesn't exist",FELIX-2938
[Gogo Command] OBR commands do not output anything when nothing is found,FELIX-2937
Apache Felix HTTP Service: deadlock on shutdown,FELIX-2936
Bundle.getEntryPaths and findEntries are returning META-INF/ multiple times,FELIX-2935
"Bundle-ClassPath contains ""."" despite using _wab instruction",FELIX-2934
Apache Felix Bundle Repository Incorrect Version,FELIX-2933
Allows disabling the asynchronous processing in the iPOJO Extender,FELIX-2932
bundle:bundleall includes mode dependencies than it should or so it seems,FELIX-2931
bundle:bundleall doesnt work on pom projects aggregating or bundle projects,FELIX-2930
Read @Property from interfaces of types annotated with  @Component ,FELIX-2929
annotations for @Bind @Unbind @Updated,FELIX-2928
[gogo] coercion mechanism invokes foo(String) instead of foo(int) - even with explicit int argument,FELIX-2927
No log message on missing activate method,FELIX-2926
java.lang.NullPointerException: reference and pid must not be null,FELIX-2925
bundle stop hangs for http-2.2.0 in felix-3.2.0,FELIX-2924
Get a ServiceFactory.getService()  resulted in a cycle message when registering a service inside a DS activation method,FELIX-2923
ArrayIndexOutOfBoundsException when specifying no name,FELIX-2922
[Framework] Improve property substitution handling in build process,FELIX-2921
Check a list of bundles to see if all bundles can be resolved when its will deploy on osgi framework.,FELIX-2920
Aggregate sources when aggregate binaries,FELIX-2919
Missing package in Import-Package causes NoClassDefFoundError at runtime,FELIX-2918
Constructor of SecurityExceptino() which is incompatible to 1.4 is used  ,FELIX-2917
Don't include Embed-Dependency in manifest,FELIX-2916
Potential deadlock on shutdown,FELIX-2915
Nullpointer exception on mvn install if the pom contains organization/url but not organization/name,FELIX-2914
Deadlock in some case,FELIX-2913
Host name is lost in exceptions when dealing with Windows shared drives,FELIX-2912
Improvements to the deviceaccess subproject,FELIX-2911
Regression: maven-bundle-plugin 2.3.4 is ignoring individual entries in custom MANIFEST.MF,FELIX-2910
[Framework] Resolver could be more efficient if it detected if fragments were present,FELIX-2909
Use same mechanism to get single annotation values as for multiple annotation values,FELIX-2908
Problem calling _setInstanceManager on guice enhanced classe,FELIX-2907
"SCR plugin error with @Property(..., intValue=Integer.MAX_VALUE)",FELIX-2906
Update Jetty version to 6.1.26,FELIX-2905
Inlined required/embedded dependencies,FELIX-2904
Inline required KXml classes,FELIX-2903
Service properties added by propagation overrides already existing properties,FELIX-2902
[Framework] NPE from a host bundle during framework shutdown,FELIX-2901
Port servicebased.* examples to web,FELIX-2900
[GSoc 2011]Bndtools based OSGi bundles maker project,FELIX-2899
test,FELIX-2898
Add support for Jetty JMX MBeans,FELIX-2897
Add support for bundle info providers,FELIX-2896
Allow the use of a property to tell SCR to always discover Service Component files even if there's no wildcard in the name,FELIX-2895
Gogo does not handles options but not parameters,FELIX-2894
Properties are not propagate to service by default,FELIX-2893
Get SCR annotations to work with Scala,FELIX-2892
remote shell bundle starts non-daemon threads,FELIX-2891
FileInstall starts non-daemon threads,FELIX-2890
Invalid JSON content in http response after starting or stopping a bundle.,FELIX-2889
"if you create a factory configuration and anybody takes a peek before you've had a chance to update, your pudding is trapped forever",FELIX-2888
Properties upgrades,FELIX-2887
The Webconsole shows private properties in plain text,FELIX-2886
The config admin bundle does not indicate its provided and required services dependencies,FELIX-2885
The multiplicity isn't taken into account by the maven bundle plugin and bundlerepository when generating the repository xml,FELIX-2884
Tutorials refer to ps shell command,FELIX-2883
It's dangerous to use service instances as keys in a Map (in the http whiteboard bundle).,FELIX-2882
ConcurrentModificationException in HTTP whiteboard bundle,FELIX-2881
The Webconsole does not handle Vector<PrimitiveWrapper>,FELIX-2880
Metatype Service confuses the id of the OCD with the Designate.pid/factoryPid.,FELIX-2879
"scr- and bundle-plugin in multimodule project fails with goal ""test""",FELIX-2878
java6 update 24 breaks felix when used inside webstart,FELIX-2877
<reference> element not generated when name is missing,FELIX-2876
